Day,S,T,K,Value,tau,rate
44834.00000 ,2.65000 ,0.14795 ,2.75000 ,0.03930 ,0.01910 ,0.96364 
44834.00000 ,2.65000 ,0.14795 ,2.80000 ,0.02580 ,0.01910 ,0.94643 
44834.00000 ,2.65000 ,0.14795 ,2.85000 ,0.01680 ,0.01910 ,0.92982 
44833.00000 ,2.65000 ,0.24658 ,2.50000 ,0.21100 ,0.01900 ,1.06000 
44833.00000 ,2.65000 ,0.24658 ,2.55000 ,0.17710 ,0.01900 ,1.03922 
44833.00000 ,2.65000 ,0.24658 ,2.60000 ,0.14310 ,0.01900 ,1.01923 
44833.00000 ,2.65000 ,0.24658 ,2.65000 ,0.11360 ,0.01900 ,1.00000 
44833.00000 ,2.65000 ,0.24658 ,2.70000 ,0.09060 ,0.01900 ,0.98148 
44833.00000 ,2.65000 ,0.24658 ,2.75000 ,0.06980 ,0.01900 ,0.96364 
44833.00000 ,2.65000 ,0.24658 ,2.80000 ,0.05380 ,0.01900 ,0.94643 
44833.00000 ,2.65000 ,0.24658 ,2.85000 ,0.04130 ,0.01900 ,0.92982 
44833.00000 ,2.65000 ,0.24658 ,2.90000 ,0.03070 ,0.01900 ,0.91379 
44833.00000 ,2.65000 ,0.24658 ,2.95000 ,0.02100 ,0.01900 ,0.89831 
44833.00000 ,2.65000 ,0.24658 ,3.00000 ,0.01720 ,0.01900 ,0.88333 
44833.00000 ,2.65000 ,0.24658 ,3.10000 ,0.01050 ,0.01900 ,0.85484 
44833.00000 ,2.65000 ,0.24658 ,3.20000 ,0.00710 ,0.01900 ,0.82813 
44833.00000 ,2.65000 ,0.24658 ,3.30000 ,0.00470 ,0.01900 ,0.80303 
44833.00000 ,2.65000 ,0.24658 ,3.40000 ,0.00380 ,0.01900 ,0.77941 
44833.00000 ,2.65000 ,0.24658 ,3.50000 ,0.00290 ,0.01900 ,0.75714 
44833.00000 ,2.65000 ,0.47671 ,2.65000 ,0.17030 ,0.01900 ,1.00000 
44833.00000 ,2.65000 ,0.47671 ,2.70000 ,0.14680 ,0.01900 ,0.98148 
44833.00000 ,2.65000 ,0.47671 ,2.75000 ,0.12490 ,0.01900 ,0.96364 
44833.00000 ,2.65000 ,0.47671 ,2.80000 ,0.10550 ,0.01900 ,0.94643 
44833.00000 ,2.65000 ,0.47671 ,2.85000 ,0.08750 ,0.01900 ,0.92982 
44833.00000 ,2.65000 ,0.47671 ,2.90000 ,0.07300 ,0.01900 ,0.91379 
44833.00000 ,2.65000 ,0.47671 ,2.95000 ,0.06030 ,0.01900 ,0.89831 
44833.00000 ,2.65000 ,0.47671 ,3.00000 ,0.04970 ,0.01900 ,0.88333 
44833.00000 ,2.65000 ,0.47671 ,3.10000 ,0.03400 ,0.01900 ,0.85484 
44833.00000 ,2.65000 ,0.47671 ,2.60000 ,0.20000 ,0.01900 ,1.01923 
44833.00000 ,2.65000 ,0.47671 ,2.55000 ,0.23020 ,0.01900 ,1.03922 
44833.00000 ,2.65000 ,0.07397 ,2.55000 ,0.12400 ,0.01900 ,1.03922 
44833.00000 ,2.65000 ,0.07397 ,2.60000 ,0.08510 ,0.01900 ,1.01923 
44833.00000 ,2.65000 ,0.07397 ,2.65000 ,0.05400 ,0.01900 ,1.00000 
44833.00000 ,2.65000 ,0.07397 ,2.70000 ,0.03130 ,0.01900 ,0.98148 
44833.00000 ,2.65000 ,0.07397 ,2.75000 ,0.01740 ,0.01900 ,0.96364 
44833.00000 ,2.65000 ,0.07397 ,2.80000 ,0.00960 ,0.01900 ,0.94643 
44833.00000 ,2.65000 ,0.07397 ,2.85000 ,0.00500 ,0.01900 ,0.92982 
44833.00000 ,2.65000 ,0.07397 ,2.90000 ,0.00320 ,0.01900 ,0.91379 
44833.00000 ,2.65000 ,0.07397 ,2.95000 ,0.00190 ,0.01900 ,0.89831 
44833.00000 ,2.65000 ,0.07397 ,3.00000 ,0.00170 ,0.01900 ,0.88333 
44833.00000 ,2.65000 ,0.07397 ,2.50000 ,0.16620 ,0.01900 ,1.06000 
44833.00000 ,2.65000 ,0.47671 ,2.50000 ,0.26310 ,0.01900 ,1.06000 
44833.00000 ,2.65000 ,0.07397 ,2.45000 ,0.21140 ,0.01900 ,1.08163 
44833.00000 ,2.65000 ,0.24658 ,2.45000 ,0.25230 ,0.01900 ,1.08163 
44833.00000 ,2.65000 ,0.47671 ,2.45000 ,0.29790 ,0.01900 ,1.08163 
44833.00000 ,2.65000 ,0.15068 ,2.45000 ,0.23000 ,0.01900 ,1.08163 
44833.00000 ,2.65000 ,0.15068 ,2.50000 ,0.18700 ,0.01900 ,1.06000 
44833.00000 ,2.65000 ,0.15068 ,2.55000 ,0.14810 ,0.01900 ,1.03922 
44833.00000 ,2.65000 ,0.15068 ,2.60000 ,0.11360 ,0.01900 ,1.01923 
44833.00000 ,2.65000 ,0.15068 ,2.65000 ,0.08310 ,0.01900 ,1.00000 
44833.00000 ,2.65000 ,0.15068 ,2.70000 ,0.05970 ,0.01900 ,0.98148 
44833.00000 ,2.65000 ,0.15068 ,2.75000 ,0.04140 ,0.01900 ,0.96364 
44833.00000 ,2.65000 ,0.15068 ,2.80000 ,0.02800 ,0.01900 ,0.94643 
44833.00000 ,2.65000 ,0.15068 ,2.85000 ,0.01850 ,0.01900 ,0.92982 
44832.00000 ,2.68000 ,0.00000 ,2.85000 ,0.00000 ,0.01910 ,0.94035 
44832.00000 ,2.68000 ,0.00000 ,2.90000 ,0.00000 ,0.01910 ,0.92414 
44832.00000 ,2.68000 ,0.00000 ,2.95000 ,0.00000 ,0.01910 ,0.90847 
44832.00000 ,2.68000 ,0.00000 ,3.00000 ,0.00000 ,0.01910 ,0.89333 
44832.00000 ,2.68000 ,0.00000 ,3.10000 ,0.00000 ,0.01910 ,0.86452 
44832.00000 ,2.68000 ,0.00000 ,3.20000 ,0.00000 ,0.01910 ,0.83750 
44832.00000 ,2.68000 ,0.00000 ,3.30000 ,0.00000 ,0.01910 ,0.81212 
44832.00000 ,2.68000 ,0.00000 ,3.40000 ,0.00000 ,0.01910 ,0.78824 
44832.00000 ,2.68000 ,0.00000 ,3.50000 ,0.00000 ,0.01910 ,0.76571 
44832.00000 ,2.68000 ,0.00000 ,2.80000 ,0.00000 ,0.01910 ,0.95714 
44832.00000 ,2.68000 ,0.00000 ,2.75000 ,0.00000 ,0.01910 ,0.97455 
44832.00000 ,2.68000 ,0.00000 ,2.70000 ,0.00000 ,0.01910 ,0.99259 
44832.00000 ,2.68000 ,0.00000 ,2.65000 ,0.00100 ,0.01910 ,1.01132 
44832.00000 ,2.68000 ,0.00000 ,2.50000 ,0.15100 ,0.01910 ,1.07200 
44832.00000 ,2.68000 ,0.00000 ,2.55000 ,0.10100 ,0.01910 ,1.05098 
44832.00000 ,2.68000 ,0.00000 ,2.60000 ,0.05100 ,0.01910 ,1.03077 
44832.00000 ,2.68000 ,0.00000 ,2.45000 ,0.20100 ,0.01910 ,1.09388 
44832.00000 ,2.68000 ,0.24932 ,2.50000 ,0.21830 ,0.01910 ,1.07200 
44832.00000 ,2.68000 ,0.24932 ,2.55000 ,0.18030 ,0.01910 ,1.05098 
44832.00000 ,2.68000 ,0.24932 ,2.60000 ,0.14660 ,0.01910 ,1.03077 
44832.00000 ,2.68000 ,0.24932 ,2.65000 ,0.11880 ,0.01910 ,1.01132 
44832.00000 ,2.68000 ,0.24932 ,2.70000 ,0.09350 ,0.01910 ,0.99259 
44832.00000 ,2.68000 ,0.24932 ,2.75000 ,0.07290 ,0.01910 ,0.97455 
44832.00000 ,2.68000 ,0.24932 ,2.80000 ,0.05560 ,0.01910 ,0.95714 
44832.00000 ,2.68000 ,0.24932 ,2.85000 ,0.04230 ,0.01910 ,0.94035 
44832.00000 ,2.68000 ,0.24932 ,2.90000 ,0.03240 ,0.01910 ,0.92414 
44832.00000 ,2.68000 ,0.24932 ,2.95000 ,0.02320 ,0.01910 ,0.90847 
44832.00000 ,2.68000 ,0.24932 ,3.00000 ,0.01830 ,0.01910 ,0.89333 
44832.00000 ,2.68000 ,0.24932 ,3.10000 ,0.01060 ,0.01910 ,0.86452 
44832.00000 ,2.68000 ,0.24932 ,3.20000 ,0.00700 ,0.01910 ,0.83750 
44832.00000 ,2.68000 ,0.24932 ,3.30000 ,0.00460 ,0.01910 ,0.81212 
44832.00000 ,2.68000 ,0.24932 ,3.40000 ,0.00400 ,0.01910 ,0.78824 
44832.00000 ,2.68000 ,0.24932 ,3.50000 ,0.00290 ,0.01910 ,0.76571 
44832.00000 ,2.68000 ,0.47945 ,2.65000 ,0.17250 ,0.01910 ,1.01132 
44832.00000 ,2.68000 ,0.47945 ,2.70000 ,0.14800 ,0.01910 ,0.99259 
44832.00000 ,2.68000 ,0.47945 ,2.75000 ,0.12580 ,0.01910 ,0.97455 
44832.00000 ,2.68000 ,0.47945 ,2.80000 ,0.10500 ,0.01910 ,0.95714 
44832.00000 ,2.68000 ,0.47945 ,2.85000 ,0.08800 ,0.01910 ,0.94035 
44832.00000 ,2.68000 ,0.47945 ,2.90000 ,0.07350 ,0.01910 ,0.92414 
44832.00000 ,2.68000 ,0.47945 ,2.95000 ,0.06080 ,0.01910 ,0.90847 
44832.00000 ,2.68000 ,0.47945 ,3.00000 ,0.04950 ,0.01910 ,0.89333 
44832.00000 ,2.68000 ,0.47945 ,3.10000 ,0.03390 ,0.01910 ,0.86452 
44832.00000 ,2.68000 ,0.47945 ,2.60000 ,0.20100 ,0.01910 ,1.03077 
44832.00000 ,2.68000 ,0.47945 ,2.55000 ,0.23200 ,0.01910 ,1.05098 
44832.00000 ,2.68000 ,0.07671 ,2.55000 ,0.12960 ,0.01910 ,1.05098 
44832.00000 ,2.68000 ,0.07671 ,2.60000 ,0.09120 ,0.01910 ,1.03077 
44832.00000 ,2.68000 ,0.07671 ,2.65000 ,0.05760 ,0.01910 ,1.01132 
44832.00000 ,2.68000 ,0.07671 ,2.70000 ,0.03490 ,0.01910 ,0.99259 
44832.00000 ,2.68000 ,0.07671 ,2.75000 ,0.02000 ,0.01910 ,0.97455 
44832.00000 ,2.68000 ,0.07671 ,2.80000 ,0.01050 ,0.01910 ,0.95714 
44832.00000 ,2.68000 ,0.07671 ,2.85000 ,0.00600 ,0.01910 ,0.94035 
44832.00000 ,2.68000 ,0.07671 ,2.90000 ,0.00410 ,0.01910 ,0.92414 
44832.00000 ,2.68000 ,0.07671 ,2.95000 ,0.00260 ,0.01910 ,0.90847 
44832.00000 ,2.68000 ,0.07671 ,3.00000 ,0.00240 ,0.01910 ,0.89333 
44832.00000 ,2.68000 ,0.07671 ,2.50000 ,0.17330 ,0.01910 ,1.07200 
44832.00000 ,2.68000 ,0.47945 ,2.50000 ,0.26220 ,0.01910 ,1.07200 
44832.00000 ,2.68000 ,0.07671 ,2.45000 ,0.21710 ,0.01910 ,1.09388 
44832.00000 ,2.68000 ,0.24932 ,2.45000 ,0.25700 ,0.01910 ,1.09388 
44832.00000 ,2.68000 ,0.47945 ,2.45000 ,0.30100 ,0.01910 ,1.09388 
44831.00000 ,2.65000 ,0.00274 ,2.85000 ,0.00010 ,0.01910 ,0.92982 
44831.00000 ,2.65000 ,0.00274 ,2.90000 ,0.00010 ,0.01910 ,0.91379 
44831.00000 ,2.65000 ,0.00274 ,2.95000 ,0.00010 ,0.01910 ,0.89831 
44831.00000 ,2.65000 ,0.00274 ,3.00000 ,0.00010 ,0.01910 ,0.88333 
44831.00000 ,2.65000 ,0.00274 ,3.10000 ,0.00010 ,0.01910 ,0.85484 
44831.00000 ,2.65000 ,0.00274 ,3.20000 ,0.00010 ,0.01910 ,0.82813 
44831.00000 ,2.65000 ,0.00274 ,3.30000 ,0.00010 ,0.01910 ,0.80303 
44831.00000 ,2.65000 ,0.00274 ,3.40000 ,0.00010 ,0.01910 ,0.77941 
44831.00000 ,2.65000 ,0.00274 ,3.50000 ,0.00010 ,0.01910 ,0.75714 
44831.00000 ,2.65000 ,0.00274 ,2.80000 ,0.00010 ,0.01910 ,0.94643 
44831.00000 ,2.65000 ,0.00274 ,2.75000 ,0.00050 ,0.01910 ,0.96364 
44831.00000 ,2.65000 ,0.00274 ,2.70000 ,0.00460 ,0.01910 ,0.98148 
44831.00000 ,2.65000 ,0.00274 ,2.65000 ,0.03450 ,0.01910 ,1.00000 
44831.00000 ,2.65000 ,0.00274 ,2.50000 ,0.18290 ,0.01910 ,1.06000 
44831.00000 ,2.65000 ,0.00274 ,2.55000 ,0.13500 ,0.01910 ,1.03922 
44831.00000 ,2.65000 ,0.00274 ,2.60000 ,0.08180 ,0.01910 ,1.01923 
44831.00000 ,2.65000 ,0.00274 ,2.45000 ,0.23150 ,0.01910 ,1.08163 
44831.00000 ,2.65000 ,0.25205 ,2.50000 ,0.24050 ,0.01910 ,1.06000 
44831.00000 ,2.65000 ,0.25205 ,2.55000 ,0.19970 ,0.01910 ,1.03922 
44831.00000 ,2.65000 ,0.25205 ,2.60000 ,0.16610 ,0.01910 ,1.01923 
44831.00000 ,2.65000 ,0.25205 ,2.65000 ,0.13390 ,0.01910 ,1.00000 
44831.00000 ,2.65000 ,0.25205 ,2.70000 ,0.10720 ,0.01910 ,0.98148 
44831.00000 ,2.65000 ,0.25205 ,2.75000 ,0.08350 ,0.01910 ,0.96364 
44831.00000 ,2.65000 ,0.25205 ,2.80000 ,0.06430 ,0.01910 ,0.94643 
44831.00000 ,2.65000 ,0.25205 ,2.85000 ,0.04900 ,0.01910 ,0.92982 
44831.00000 ,2.65000 ,0.25205 ,2.90000 ,0.03700 ,0.01910 ,0.91379 
44831.00000 ,2.65000 ,0.25205 ,2.95000 ,0.02780 ,0.01910 ,0.89831 
44831.00000 ,2.65000 ,0.25205 ,3.00000 ,0.02080 ,0.01910 ,0.88333 
44831.00000 ,2.65000 ,0.25205 ,3.10000 ,0.01210 ,0.01910 ,0.85484 
44831.00000 ,2.65000 ,0.25205 ,3.20000 ,0.00750 ,0.01910 ,0.82813 
44831.00000 ,2.65000 ,0.25205 ,3.30000 ,0.00470 ,0.01910 ,0.80303 
44831.00000 ,2.65000 ,0.25205 ,3.40000 ,0.00410 ,0.01910 ,0.77941 
44831.00000 ,2.65000 ,0.25205 ,3.50000 ,0.00330 ,0.01910 ,0.75714 
44831.00000 ,2.65000 ,0.48219 ,2.65000 ,0.18890 ,0.01910 ,1.00000 
44831.00000 ,2.65000 ,0.48219 ,2.70000 ,0.16430 ,0.01910 ,0.98148 
44831.00000 ,2.65000 ,0.48219 ,2.75000 ,0.13880 ,0.01910 ,0.96364 
44831.00000 ,2.65000 ,0.48219 ,2.80000 ,0.11770 ,0.01910 ,0.94643 
44831.00000 ,2.65000 ,0.48219 ,2.85000 ,0.09900 ,0.01910 ,0.92982 
44831.00000 ,2.65000 ,0.48219 ,2.90000 ,0.08290 ,0.01910 ,0.91379 
44831.00000 ,2.65000 ,0.48219 ,2.95000 ,0.06810 ,0.01910 ,0.89831 
44831.00000 ,2.65000 ,0.48219 ,3.00000 ,0.05590 ,0.01910 ,0.88333 
44831.00000 ,2.65000 ,0.48219 ,3.10000 ,0.03710 ,0.01910 ,0.85484 
44831.00000 ,2.65000 ,0.48219 ,2.60000 ,0.21760 ,0.01910 ,1.01923 
44831.00000 ,2.65000 ,0.48219 ,2.55000 ,0.25260 ,0.01910 ,1.03922 
44831.00000 ,2.65000 ,0.07945 ,2.55000 ,0.15340 ,0.01910 ,1.03922 
44831.00000 ,2.65000 ,0.07945 ,2.60000 ,0.11320 ,0.01910 ,1.01923 
44831.00000 ,2.65000 ,0.07945 ,2.65000 ,0.07630 ,0.01910 ,1.00000 
44831.00000 ,2.65000 ,0.07945 ,2.70000 ,0.04720 ,0.01910 ,0.98148 
44831.00000 ,2.65000 ,0.07945 ,2.75000 ,0.02770 ,0.01910 ,0.96364 
44831.00000 ,2.65000 ,0.07945 ,2.80000 ,0.01560 ,0.01910 ,0.94643 
44831.00000 ,2.65000 ,0.07945 ,2.85000 ,0.00810 ,0.01910 ,0.92982 
44831.00000 ,2.65000 ,0.07945 ,2.90000 ,0.00500 ,0.01910 ,0.91379 
44831.00000 ,2.65000 ,0.07945 ,2.95000 ,0.00320 ,0.01910 ,0.89831 
44831.00000 ,2.65000 ,0.07945 ,3.00000 ,0.00300 ,0.01910 ,0.88333 
44831.00000 ,2.65000 ,0.07945 ,2.50000 ,0.19860 ,0.01910 ,1.06000 
44831.00000 ,2.65000 ,0.48219 ,2.50000 ,0.28450 ,0.01910 ,1.06000 
44831.00000 ,2.65000 ,0.07945 ,2.45000 ,0.24480 ,0.01910 ,1.08163 
44831.00000 ,2.65000 ,0.25205 ,2.45000 ,0.27860 ,0.01910 ,1.08163 
44831.00000 ,2.65000 ,0.48219 ,2.45000 ,0.32080 ,0.01910 ,1.08163 
44830.00000 ,2.67000 ,0.00548 ,2.85000 ,0.00020 ,0.01880 ,0.93684 
44830.00000 ,2.67000 ,0.00548 ,2.90000 ,0.00010 ,0.01880 ,0.92069 
44830.00000 ,2.67000 ,0.00548 ,2.95000 ,0.00010 ,0.01880 ,0.90508 
44830.00000 ,2.67000 ,0.00548 ,3.00000 ,0.00010 ,0.01880 ,0.89000 
44830.00000 ,2.67000 ,0.00548 ,3.10000 ,0.00010 ,0.01880 ,0.86129 
44830.00000 ,2.67000 ,0.00548 ,3.20000 ,0.00010 ,0.01880 ,0.83438 
44830.00000 ,2.67000 ,0.00548 ,3.30000 ,0.00010 ,0.01880 ,0.80909 
44830.00000 ,2.67000 ,0.00548 ,3.40000 ,0.00010 ,0.01880 ,0.78529 
44830.00000 ,2.67000 ,0.00548 ,3.50000 ,0.00010 ,0.01880 ,0.76286 
44830.00000 ,2.67000 ,0.00548 ,2.80000 ,0.00050 ,0.01880 ,0.95357 
44830.00000 ,2.67000 ,0.00548 ,2.75000 ,0.00060 ,0.01880 ,0.97091 
44830.00000 ,2.67000 ,0.00548 ,2.70000 ,0.00400 ,0.01880 ,0.98889 
44830.00000 ,2.67000 ,0.00548 ,2.65000 ,0.02180 ,0.01880 ,1.00755 
44830.00000 ,2.67000 ,0.00548 ,2.50000 ,0.15400 ,0.01880 ,1.06800 
44830.00000 ,2.67000 ,0.00548 ,2.55000 ,0.10680 ,0.01880 ,1.04706 
44830.00000 ,2.67000 ,0.00548 ,2.60000 ,0.06050 ,0.01880 ,1.02692 
44830.00000 ,2.67000 ,0.00548 ,2.45000 ,0.20560 ,0.01880 ,1.08980 
44830.00000 ,2.67000 ,0.25479 ,2.50000 ,0.22050 ,0.01880 ,1.06800 
44830.00000 ,2.67000 ,0.25479 ,2.55000 ,0.18530 ,0.01880 ,1.04706 
44830.00000 ,2.67000 ,0.25479 ,2.60000 ,0.14980 ,0.01880 ,1.02692 
44830.00000 ,2.67000 ,0.25479 ,2.65000 ,0.12160 ,0.01880 ,1.00755 
44830.00000 ,2.67000 ,0.25479 ,2.70000 ,0.09740 ,0.01880 ,0.98889 
44830.00000 ,2.67000 ,0.25479 ,2.75000 ,0.07600 ,0.01880 ,0.97091 
44830.00000 ,2.67000 ,0.25479 ,2.80000 ,0.05710 ,0.01880 ,0.95357 
44830.00000 ,2.67000 ,0.25479 ,2.85000 ,0.04450 ,0.01880 ,0.93684 
44830.00000 ,2.67000 ,0.25479 ,2.90000 ,0.03350 ,0.01880 ,0.92069 
44830.00000 ,2.67000 ,0.25479 ,2.95000 ,0.02490 ,0.01880 ,0.90508 
44830.00000 ,2.67000 ,0.25479 ,3.00000 ,0.01860 ,0.01880 ,0.89000 
44830.00000 ,2.67000 ,0.25479 ,3.10000 ,0.01040 ,0.01880 ,0.86129 
44830.00000 ,2.67000 ,0.25479 ,3.20000 ,0.00700 ,0.01880 ,0.83438 
44830.00000 ,2.67000 ,0.25479 ,3.30000 ,0.00460 ,0.01880 ,0.80909 
44830.00000 ,2.67000 ,0.25479 ,3.40000 ,0.00360 ,0.01880 ,0.78529 
44830.00000 ,2.67000 ,0.25479 ,3.50000 ,0.00280 ,0.01880 ,0.76286 
44830.00000 ,2.67000 ,0.48493 ,2.65000 ,0.17850 ,0.01880 ,1.00755 
44830.00000 ,2.67000 ,0.48493 ,2.70000 ,0.15440 ,0.01880 ,0.98889 
44830.00000 ,2.67000 ,0.48493 ,2.75000 ,0.13050 ,0.01880 ,0.97091 
44830.00000 ,2.67000 ,0.48493 ,2.80000 ,0.10970 ,0.01880 ,0.95357 
44830.00000 ,2.67000 ,0.48493 ,2.85000 ,0.09280 ,0.01880 ,0.93684 
44830.00000 ,2.67000 ,0.48493 ,2.90000 ,0.07720 ,0.01880 ,0.92069 
44830.00000 ,2.67000 ,0.48493 ,2.95000 ,0.06350 ,0.01880 ,0.90508 
44830.00000 ,2.67000 ,0.48493 ,3.00000 ,0.05180 ,0.01880 ,0.89000 
44830.00000 ,2.67000 ,0.48493 ,3.10000 ,0.03500 ,0.01880 ,0.86129 
44830.00000 ,2.67000 ,0.48493 ,2.60000 ,0.20470 ,0.01880 ,1.02692 
44830.00000 ,2.67000 ,0.48493 ,2.55000 ,0.23590 ,0.01880 ,1.04706 
44830.00000 ,2.67000 ,0.08219 ,2.55000 ,0.13580 ,0.01880 ,1.04706 
44830.00000 ,2.67000 ,0.08219 ,2.60000 ,0.09760 ,0.01880 ,1.02692 
44830.00000 ,2.67000 ,0.08219 ,2.65000 ,0.06430 ,0.01880 ,1.00755 
44830.00000 ,2.67000 ,0.08219 ,2.70000 ,0.03960 ,0.01880 ,0.98889 
44830.00000 ,2.67000 ,0.08219 ,2.75000 ,0.02300 ,0.01880 ,0.97091 
44830.00000 ,2.67000 ,0.08219 ,2.80000 ,0.01290 ,0.01880 ,0.95357 
44830.00000 ,2.67000 ,0.08219 ,2.85000 ,0.00720 ,0.01880 ,0.93684 
44830.00000 ,2.67000 ,0.08219 ,2.90000 ,0.00430 ,0.01880 ,0.92069 
44830.00000 ,2.67000 ,0.08219 ,2.95000 ,0.00300 ,0.01880 ,0.90508 
44830.00000 ,2.67000 ,0.08219 ,3.00000 ,0.00260 ,0.01880 ,0.89000 
44830.00000 ,2.67000 ,0.08219 ,2.50000 ,0.17560 ,0.01880 ,1.06800 
44830.00000 ,2.67000 ,0.48493 ,2.50000 ,0.27030 ,0.01880 ,1.06800 
44830.00000 ,2.67000 ,0.08219 ,2.45000 ,0.22200 ,0.01880 ,1.08980 
44830.00000 ,2.67000 ,0.25479 ,2.45000 ,0.25920 ,0.01880 ,1.08980 
44830.00000 ,2.67000 ,0.48493 ,2.45000 ,0.30760 ,0.01880 ,1.08980 
44827.00000 ,2.67000 ,0.01370 ,2.85000 ,0.00040 ,0.01850 ,0.93684 
44827.00000 ,2.67000 ,0.01370 ,2.90000 ,0.00040 ,0.01850 ,0.92069 
44827.00000 ,2.67000 ,0.01370 ,2.95000 ,0.00020 ,0.01850 ,0.90508 
44827.00000 ,2.67000 ,0.01370 ,3.00000 ,0.00020 ,0.01850 ,0.89000 
44827.00000 ,2.67000 ,0.01370 ,3.10000 ,0.00020 ,0.01850 ,0.86129 
